"safegraph_place_id","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","category_tags","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","date_range_start","date_range_end","raw_visit_counts","raw_visitor_counts","visits_by_day","visitor_home_cbgs","visitor_work_cbgs","visitor_country_of_origin","distance_from_home","median_dwell","bucketed_dwell_times","related_same_day_brand","related_same_month_brand","popularity_by_hour","popularity_by_day","device_type"
sg:76b050acbfb346b893612506d89a475c,,Celebration! Cinema,SG_BRAND_53b869e8a654fc2f,Celebration! Cinema,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.22099,-85.598089,6600 Ring Rd,Portage,MI,49024,US,+12693247469,,1583020800,1585699200,863,588,"[100,31,32,24,24,76,123,75,13,25,21,30,83,94,51,4,0,0,2,0,3,0,0,0,0,0,1,1,47,2,1]","{""260770020031"":20,""260770030031"":16,""260770033023"":13,""261590119001"":13,""260770020032"":12,""260770061032"":12,""260770061022"":11,""260770030043"":11,""260770021022"":10,""260770020053"":10,""260770019063"":9,""260770020041"":9,""260770021013"":9,""260770030041"":9,""260770019053"":8,""260770019072"":8,""261590109005"":8,""260770030042"":8,""260770029043"":7,""260770019054"":7,""260770030021"":7,""260770018011"":6,""260770030033"":6,""260770029044"":6,""260770067023"":6,""260770066011"":6,""260770019062"":6,""260770029052"":6,""260770035004"":5,""260770015074"":5,""260770029053"":5,""261590116006"":5}","{""260770002011"":8,""260770019054"":7,""260770009002"":6,""261590110021"":6}","{""US"":587}",9666,99.0,"{""<5"":10,""5-20"":92,""21-60"":168,""61-240"":566,"">240"":27}","{""Starbucks"":6}","{""Meijer"":57,""McDonald's"":33,""Speedway"":33,""Walmart"":22,""Shell Oil"":22,""Culver's"":22,""Biggby Coffee"":20,""Target"":19,""Harding's Friendly Market"":18,""Chico's"":17,""Walgreens"":16,""Chick-fil-A"":14,""Taco Bell"":14,""Wendy's"":14,""Starbucks"":14,""Subway"":13,""Arby's"":12,""Costco Wholesale Corp."":12,""Menard's"":12,""Qdoba Mexican Grill"":11}","[22,1,11,10,12,14,14,12,7,17,46,82,115,132,113,117,135,143,212,254,238,213,117,95]","{""Monday"":50,""Tuesday"":58,""Wednesday"":45,""Thursday"":56,""Friday"":160,""Saturday"":268,""Sunday"":226}","{""android"":234,""ios"":354}"
sg:eacd8c913a394c469bc1a27c5d84a254,,Gold 'N Oven,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.549687,-83.068238,4104 15 Mile Rd,Sterling Heights,MI,48310,US,+15869797300,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""17:00""]] }",1583020800,1585699200,51,43,"[1,2,2,2,4,2,1,2,4,1,2,1,2,3,3,0,1,1,2,1,2,2,3,3,1,0,1,0,2,0,0]","{""260992323002"":6}",{},"{""US"":42}",3025,6.0,"{""<5"":4,""5-20"":40,""21-60"":6,""61-240"":1,"">240"":0}","{""ALDI"":50,""Sonic"":49,""Gordon Food Service Store"":33}","{""Meijer"":38,""McDonald's"":35,""Speedway"":33,""CVS"":33,""Marathon"":31,""Starbucks"":28,""Walmart"":27,""7-Eleven"":26,""BP"":25,""Taco Bell"":23,""Tim Hortons"":23,""Shell Oil"":22,""Sam's Club"":22,""Mobil"":22,""ALDI"":22,""Walgreens"":20,""Burger King"":17,""Sunoco"":17,""Kroger"":16,""Subway"":15}","[0,0,0,0,0,0,0,2,3,3,4,6,4,7,3,1,6,5,6,4,4,3,2,0]","{""Monday"":9,""Tuesday"":7,""Wednesday"":6,""Thursday"":7,""Friday"":6,""Saturday"":8,""Sunday"":8}","{""android"":25,""ios"":18}"
sg:efeb61a8f6ca4a7381a48e8d44705cff,,Lutheran Center Bookstore,,,Book Stores and News Dealers,Book Stores,,451211,42.464885,-82.953978,16259 E 9 Mile Rd,Eastpointe,MI,48021,US,+15867742831,,1583020800,1585699200,82,67,"[2,2,3,3,4,5,2,3,1,4,2,6,3,5,4,4,0,1,7,3,4,1,2,1,3,2,2,0,0,1,2]","{""260992586004"":5}",{},"{""US"":63}",4074,9.5,"{""<5"":4,""5-20"":53,""21-60"":10,""61-240"":15,"">240"":0}","{""Mobil"":20}","{""Kroger"":38,""Family Dollar Stores"":34,""McDonald's"":33,""Dollar General"":33,""Rite Aid"":32,""BP"":30,""Sunoco"":27,""CVS"":27,""Meijer"":26,""7-Eleven"":22,""Dollar Tree"":21,""Marathon"":19,""Wendy's"":18,""Walmart"":18,""Tim Hortons"":18,""Walgreens"":17,""Mobil"":16,""The Home Depot"":16,""Speedway"":15,""Subway"":14}","[0,0,1,1,0,0,0,0,5,8,10,11,9,12,11,12,13,11,8,4,2,2,3,1]","{""Monday"":10,""Tuesday"":10,""Wednesday"":9,""Thursday"":19,""Friday"":13,""Saturday"":11,""Sunday"":10}","{""android"":52,""ios"":15}"
sg:0df1e2dd18b044ceb500574ad7866dca,,Damian Treiber DBA Radon Contractors Testing & Mitigation,,,Book Stores and News Dealers,Book Stores,,451211,45.801224,-87.998545,721 Adams St,Quinnesec,MI,49876,US,+19067743795,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [[""7:00"", ""19:00""]] }",,,,,,,,,,,,,,,,
sg:e0528f229cfe4d46842cf83d67fbdeca,,5th Wheel Adult Novelties,,,Book Stores and News Dealers,Book Stores,,451211,42.328536,-83.15465,9320 Michigan Ave,Detroit,MI,48210,US,+13138468613,"{ ""Mon"": [[""10:00"", ""22:00""]], ""Tue"": [[""10:00"", ""22:00""]], ""Wed"": [[""10:00"", ""22:00""]], ""Thu"": [[""10:00"", ""22:00""]], ""Fri"": [[""10:00"", ""22:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [] }",1583020800,1585699200,230,133,"[3,18,19,12,19,10,3,2,26,18,13,15,10,6,1,8,5,8,3,5,4,5,4,6,2,0,1,1,1,0,2]","{""261635261002"":8}",{},"{""US"":127}",8391,48.0,"{""<5"":6,""5-20"":80,""21-60"":38,""61-240"":60,"">240"":46}","{""Shell Oil"":32,""Walmart"":17,""Burger King"":12,""Domino's Pizza"":6,""Marathon"":6,""Sunoco"":6}","{""BP"":39,""Sunoco"":31,""Marathon"":30,""Mobil"":26,""CITGO"":24,""Family Dollar Stores"":24,""Tim Hortons"":23,""Walmart"":22,""McDonald's"":22,""Kroger"":20,""Meijer"":19,""Checkers Drive-In Restaurants"":17,""The Home Depot"":15,""Dollar Tree"":14,""Shell Oil"":14,""Sam's Club"":13,""CVS"":12,""Dollar General"":12,""KFC"":12,""Burger King"":11}","[2,1,3,0,0,3,4,10,38,65,83,79,90,76,82,53,47,30,8,3,4,2,4,3]","{""Monday"":56,""Tuesday"":50,""Wednesday"":35,""Thursday"":37,""Friday"":26,""Saturday"":14,""Sunday"":12}","{""android"":92,""ios"":41}"
sg:1425f4d3afa042d59b6506a86af6594e,,Milford Baking,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.590936,-83.600008,408 N Main St,Milford,MI,48381,US,+12486852200,"{ ""Mon"": [[""6:00"", ""17:00""]], ""Tue"": [[""6:00"", ""17:00""]], ""Wed"": [[""6:00"", ""17:00""]], ""Thu"": [[""6:00"", ""17:00""]], ""Fri"": [[""6:00"", ""17:00""]], ""Sat"": [[""6:00"", ""17:00""]], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:a17f04049dbf4793aac9380923e0f70b,sg:af0f9c01ef7546bfb92919354b78f0f3,Barnes and Noble,SG_BRAND_0031e43e4f12b969239801d340f7c141,Barnes and Noble,Book Stores and News Dealers,Book Stores,,451211,43.034185,-82.458441,4325 24th Ave,Fort Gratiot,MI,48059,US,+18103854849,,1583020800,1585699200,248,197,"[8,5,6,6,19,9,25,18,6,6,10,6,21,22,11,3,9,10,4,4,5,5,12,1,6,1,2,2,3,3,0]","{""261476372003"":6,""261476316001"":6,""261476331002"":5,""261476420002"":5,""261476341001"":5,""261476301001"":5}","{""261476200001"":6}","{""US"":195}",12566,23.0,"{""<5"":6,""5-20"":102,""21-60"":88,""61-240"":43,"">240"":9}","{""Arby's"":100,""McDonald's"":38,""Culver's"":33,""Foster Blue Water Oil"":12,""Days Inn"":8,""Jo-Ann Fabric and Craft Stores"":5,""Staples"":5,""Belle Tire"":5}","{""Meijer"":56,""McDonald's"":40,""Five Below"":31,""Kroger"":26,""Foster Blue Water Oil"":24,""Sam's Club"":23,""Dollar Tree"":22,""Curves"":17,""Speedway"":16,""SpeedyQ Market"":16,""Tim Hortons"":15,""Dollar General"":15,""Taco Bell"":15,""Menard's"":15,""Belle Tire"":15,""Ollie's Bargain Outlet"":14,""Hungry Howie's Pizza & Subs"":14,""BP"":14,""Walmart"":14,""Target"":13}","[6,5,6,5,5,5,6,7,20,25,27,30,39,28,51,50,43,36,28,20,16,13,14,14]","{""Monday"":29,""Tuesday"":22,""Wednesday"":32,""Thursday"":30,""Friday"":36,""Saturday"":56,""Sunday"":43}","{""android"":109,""ios"":88}"
sg:ddfa4764907e4dea8bfc2bb192bde76c,,Bartz Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.321995,-83.271873,1532 N Telegraph Rd,Dearborn,MI,48128,US,+13135620986,"{ ""Mon"": [[""5:30"", ""18:00""]], ""Tue"": [[""5:30"", ""18:00""]], ""Wed"": [[""5:30"", ""18:00""]], ""Thu"": [[""5:30"", ""18:00""]], ""Fri"": [[""5:30"", ""18:00""]], ""Sat"": [[""5:30"", ""18:00""]], ""Sun"": [] }",1583020800,1585699200,139,90,"[1,7,3,5,6,7,7,1,8,4,5,3,11,7,6,5,5,9,6,4,3,1,5,2,3,2,3,2,4,2,2]","{""261635747001"":5}",{},"{""US"":86}",5589,13.0,"{""<5"":5,""5-20"":73,""21-60"":15,""61-240"":11,"">240"":35}","{""Kroger"":49,""CVS"":13}","{""Kroger"":42,""Meijer"":39,""BP"":30,""Marathon"":25,""CVS"":20,""The Home Depot"":19,""Sam's Club"":18,""Sunoco"":18,""McDonald's"":18,""Target"":18,""Tim Hortons"":18,""Speedway"":15,""Costco Wholesale Corp."":14,""Walgreens"":14,""7-Eleven"":13,""Fifth Third Bank"":13,""Mobil"":13,""Family Dollar Stores"":12,""Dollar Tree"":12,""Subway"":11}","[35,35,34,33,33,10,8,9,9,9,12,22,10,11,16,21,11,7,8,9,40,35,33,33]","{""Monday"":27,""Tuesday"":16,""Wednesday"":22,""Thursday"":17,""Friday"":25,""Saturday"":21,""Sunday"":11}","{""android"":57,""ios"":33}"
sg:16129bd1636d414ab5c3fcf2848603d8,,Sandra Kay's,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.014201,-86.456431,120 W John Beers Rd,Stevensville,MI,49127,US,+12694295254,,1583020800,1585699200,36,31,"[3,0,2,3,4,0,4,1,0,1,2,4,1,3,1,0,0,1,1,2,0,0,0,0,0,0,2,1,0,0,0]",{},{},"{""US"":31}",8412,10.0,"{""<5"":1,""5-20"":21,""21-60"":13,""61-240"":1,"">240"":0}",{},"{""Meijer"":76,""McDonald's"":46,""Shell Oil"":43,""Martin's Super Markets"":42,""Harding's Friendly Market"":39,""Pri Mart"":32,""Burger King"":28,""Walgreens"":26,""Ace Hardware"":25,""AutoZone"":24,""Dairy Queen"":23,""BP"":23,""Walmart"":23,""Chevrolet"":22,""Lowe's"":21,""Marathon"":21,""ALDI"":21,""Speedway"":21,""Family Dollar Stores"":19,""Papa Vino's Italian Kitchen"":19}","[0,0,0,0,0,0,1,2,3,3,9,4,6,7,3,6,1,0,0,0,1,0,1,0]","{""Monday"":0,""Tuesday"":3,""Wednesday"":6,""Thursday"":9,""Friday"":5,""Saturday"":8,""Sunday"":5}","{""android"":19,""ios"":12}"
sg:45cd0fb8cf7942088a62fd4196946cd7,,Northwest Michigan Maritime Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,44.630961,-86.244572,100 Coast Guard St,Frankfort,MI,49635,US,,,1583020800,1585699200,52,17,"[0,0,1,1,0,0,5,0,1,2,1,4,2,1,7,3,4,3,0,0,1,0,1,1,2,3,2,4,0,1,2]",{},{},"{""US"":14}",123074,88.0,"{""<5"":2,""5-20"":10,""21-60"":7,""61-240"":20,"">240"":13}",{},"{""Meijer"":40,""Family Fare"":35,""Subway"":30,""McDonald's"":23,""Mobil"":22,""BP"":21,""Sam's Club"":20,""Dollar Tree"":19,""Shell Oil"":18,""Lucky's Market"":18,""Blain’s Farm & Fleet"":18,""FIAT"":18,""Jeep"":17,""Ram"":17,""Chrysler"":17,""Dodge"":17,""Menard's"":17,""Spencer's"":12,""Save-A-Lot"":11,""CrossFit"":11}","[9,10,10,10,10,10,10,11,11,9,11,11,10,11,12,7,14,13,10,9,9,11,10,9]","{""Monday"":6,""Tuesday"":10,""Wednesday"":7,""Thursday"":7,""Friday"":4,""Saturday"":11,""Sunday"":7}","{""android"":9,""ios"":8}"
sg:f428ee015c7f43dc8841a1435e816365,,Coopersville Farm Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,43.064492,-85.936791,375 Main St,Coopersville,MI,49404,US,,,1583020800,1585699200,69,43,"[4,1,13,1,1,7,0,2,2,1,0,1,4,1,1,1,6,2,1,1,0,2,3,2,2,5,0,0,2,2,1]","{""261390202002"":6}",{},"{""US"":42}",10670,36.0,"{""<5"":3,""5-20"":26,""21-60"":10,""61-240"":26,"">240"":4}","{""Family Fare"":100,""Culver's"":100,""Subway"":49,""Speedway"":24,""Starbucks"":8}","{""Family Fare"":53,""Meijer"":50,""Arby's"":24,""McDonald's"":21,""Sam's Club"":19,""CITGO"":18,""Snap Fitness"":16,""Shell Oil"":15,""Little Caesars"":15,""Speedway"":14,""Wendy's"":14,""Culver's"":13,""ALDI"":12,""Biggby Coffee"":12,""NAPA Auto Parts"":11,""Walmart"":11,""Tractor Supply Co."":11,""Mobil"":10,""Target"":10,""Goodwill Industries"":10}","[2,2,2,2,2,2,2,2,7,11,7,12,11,6,5,9,10,10,17,13,13,7,2,2]","{""Monday"":9,""Tuesday"":23,""Wednesday"":5,""Thursday"":8,""Friday"":12,""Saturday"":1,""Sunday"":11}","{""android"":28,""ios"":15}"
sg:78c13f8a11af4052b35df6417f142295,,Great Harvest Bread Co.,SG_BRAND_5d2564f24e50f2d114deaa19321c8086,Great Harvest Bread Co.,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,43.063992,-86.231821,120 Washington Ave,Grand Haven,MI,49417,US,+16168476700,"{ ""Mon"": [], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:930971fe25854f25a647f94983b0059b,,On the Rise Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.387398,-83.008754,8900 Gratiot Ave,Detroit,MI,48213,US,+13139228510,,1583020800,1585699200,77,46,"[1,1,4,3,5,6,1,0,4,7,3,4,4,5,1,4,3,0,2,6,1,3,2,2,1,1,1,1,0,0,1]",{},{},"{""US"":43}",15191,23.0,"{""<5"":3,""5-20"":34,""21-60"":13,""61-240"":10,"">240"":17}","{""TownePlace Suites by Marriott"":25}","{""BP"":32,""Family Dollar Stores"":29,""Sunoco"":29,""Meijer"":21,""Marathon"":20,""Kroger"":19,""Mobil"":18,""Tim Hortons"":17,""Dollar Tree"":17,""CITGO"":14,""AutoZone"":14,""Speedway"":13,""Walmart"":13,""Wendy's"":13,""CVS"":13,""Dollar General"":11,""7-Eleven"":11,""Checkers Drive-In Restaurants"":11,""Chase"":11,""Bank of America"":11}","[11,8,6,8,8,6,9,7,12,18,20,22,19,16,16,10,9,6,7,6,10,11,15,15]","{""Monday"":11,""Tuesday"":17,""Wednesday"":7,""Thursday"":12,""Friday"":17,""Saturday"":8,""Sunday"":5}","{""android"":28,""ios"":19}"
sg:cde07f88360c4b4d9de2697d31781111,,Cerqueira Melissa,,,Book Stores and News Dealers,Book Stores,,451211,42.302377,-84.008425,471 Fairways Ln,Chelsea,MI,48118,US,,,1583020800,1585699200,70,34,"[2,1,2,1,3,5,4,1,2,0,0,1,6,6,3,8,4,5,3,2,0,2,0,0,1,0,2,1,3,0,2]","{""261614464002"":8}","{""261614464002"":5}","{""US"":31}",11570,41.0,"{""<5"":1,""5-20"":23,""21-60"":18,""61-240"":10,"">240"":18}",{},"{""Country Market"":32,""Meijer"":31,""Speedway"":31,""CVS"":19,""McDonald's"":18,""Starbucks"":16,""Subway"":15,""BP"":15,""Costco Wholesale Corp."":14,""Mobil"":13,""Jet's Pizza"":12,""Target"":11,""Anytime Fitness"":11,""Wendy's"":10,""Pilot Flying J"":10,""Lowe's"":10,""Shell Oil"":9,""Los Tres Amigos"":9,""Busch's Fresh Food Market"":9,""Biggby Coffee"":9}","[14,14,13,13,13,13,16,15,15,15,13,18,17,16,13,15,13,18,19,12,14,14,15,13]","{""Monday"":11,""Tuesday"":8,""Wednesday"":7,""Thursday"":7,""Friday"":15,""Saturday"":14,""Sunday"":8}","{""android"":15,""ios"":19}"
sg:60d707163ac34f35af7f3866c6969e2b,,Jeni's Ugly Pies,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.629587,-83.61608,1095 S Milford Rd,Highland,MI,48357,US,+17345360329,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [[""12:00"", ""18:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:f78be58da4c24d0880a0a0c39f4612a9,,D&D's Gluten Free,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.922285,-85.90301,8445 48th Ave,Hudsonville,MI,49426,US,+12699449092,"{ ""Mon"": [], ""Tue"": [[""11:30"", ""14:00""]], ""Wed"": [[""11:30"", ""14:00""]], ""Thu"": [[""11:30"", ""14:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",1583020800,1585699200,15,12,"[2,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0]",{},{},"{""US"":12}",19659,13.0,"{""<5"":2,""5-20"":8,""21-60"":2,""61-240"":2,"">240"":1}","{""Hallmark Cards"":100,""Goodwill Industries"":100}","{""Meijer"":49,""Culver's"":41,""Taco Bell"":37,""Mobil"":32,""Subway"":28,""Family Fare"":25,""Buick"":24,""Ford Motor Company"":24,""Menard's"":24,""Speedway"":23,""Burger King"":21,""Dollar Tree"":20,""J&H"":17,""TGI Fridays"":16,""Hallmark Cards"":16,""CITGO"":16,""Chevrolet"":16,""Love's Travel Stops and Country Stores"":16,""Panera Bread"":15,""Marathon"":15}","[1,1,0,0,0,0,0,0,0,0,1,0,2,2,2,4,2,1,4,1,2,2,1,1]","{""Monday"":0,""Tuesday"":1,""Wednesday"":1,""Thursday"":4,""Friday"":2,""Saturday"":5,""Sunday"":2}","{""android"":8,""ios"":0}"
sg:7fa878dd6ceb4c3c9f357a11aa97c69e,,Birmingham Theatre,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.545922,-83.212554,211 S Old Woodward Ave,Birmingham,MI,48009,US,+12487236230,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""23:30""]], ""Sat"": [[""10:30"", ""23:30""]], ""Sun"": [[""10:30"", ""22:00""]] }",1583020800,1585699200,46,42,"[3,1,4,1,2,13,8,3,4,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0]",{},{},"{""US"":42}",5121,102.5,"{""<5"":0,""5-20"":4,""21-60"":7,""61-240"":33,"">240"":2}","{""Starbucks"":23,""lululemon athletica"":8,""Michaels Stores"":8}","{""Target"":31,""Kroger"":28,""Starbucks"":26,""Mobil"":25,""Costco Wholesale Corp."":23,""PetPeople"":21,""CVS"":19,""Meijer"":18,""Speedway"":17,""McDonald's"":17,""Tesla Motors"":16,""Leo's Coney Island"":12,""Tim Hortons"":12,""BP"":12,""Marathon"":10,""ALDI"":10,""Wendy's"":10,""Olga's Kitchen"":10,""Art Van Furniture"":9,""Fit4Mom"":9}","[3,3,0,0,0,0,0,0,0,3,4,6,8,10,8,9,9,14,7,6,13,12,11,5]","{""Monday"":5,""Tuesday"":4,""Wednesday"":3,""Thursday"":2,""Friday"":14,""Saturday"":11,""Sunday"":7}","{""android"":13,""ios"":29}"
sg:db08265b3bdf4bfab4f7094184c1899f,,Grosse Ile Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.129892,-83.1425,7767 Macomb St,Grosse Ile,MI,48138,US,+17346751255,"{ ""Mon"": [[""6:00"", ""16:00""]], ""Tue"": [[""6:00"", ""18:00""]], ""Wed"": [[""6:00"", ""18:00""]], ""Thu"": [[""6:00"", ""18:00""]], ""Fri"": [[""6:00"", ""18:00""]], ""Sat"": [[""6:00"", ""18:00""]], ""Sun"": [[""6:00"", ""16:00""]] }",1583020800,1585699200,39,36,"[0,1,3,1,2,0,3,2,0,3,2,3,1,2,0,2,1,1,1,1,1,0,1,1,0,1,1,1,2,1,1]",{},{},"{""US"":36}",3155,9.0,"{""<5"":5,""5-20"":24,""21-60"":5,""61-240"":4,"">240"":1}",{},"{""Starbucks"":68,""CVS"":43,""Kroger"":33,""McDonald's"":27,""Tractor Supply Co."":27,""Michaels Stores"":27,""Hungry Howie's Pizza & Subs"":25,""Meijer"":21,""Taco Bell"":21,""Target"":18,""Lowe's"":18,""Subway"":17,""Tim Hortons"":16,""Qdoba Mexican Grill"":16,""Five Below"":16,""Buffalo Wild Wings"":16,""Marathon"":15,""Walmart"":14,""Walgreens"":14,""Panera Bread"":12}","[0,0,0,0,0,0,0,0,2,0,5,4,4,11,8,11,6,1,4,2,0,0,1,1]","{""Monday"":5,""Tuesday"":9,""Wednesday"":4,""Thursday"":7,""Friday"":3,""Saturday"":7,""Sunday"":4}","{""android"":13,""ios"":23}"
sg:f5870b4ae1d649e8aca7924bad97a0f7,sg:5d09a77d023744ffadda9ce39b896e1e,Phoenix Theatres,SG_BRAND_17c7dff1a7042629,Phoenix Theatres,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,41.948274,-83.388346,2121 N Monroe St Unit 700,Monroe,MI,48162,US,,"{ ""Mon"": [[""9:00"", ""23:00""]], ""Tue"": [[""9:00"", ""23:00""]], ""Wed"": [[""9:00"", ""23:00""]], ""Thu"": [[""9:00"", ""23:00""]], ""Fri"": [[""9:00"", ""23:00""]], ""Sat"": [[""9:00"", ""23:00""]], ""Sun"": [[""9:00"", ""23:00""]] }",1583020800,1585699200,637,547,"[68,21,14,24,27,61,106,60,17,20,13,19,44,65,34,2,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0]","{""261158315003"":12,""261158302003"":11,""261158311002"":11,""261158324002"":9,""261158325001"":9,""261158317001"":8,""261158308002"":8,""261158314003"":8,""261158309001"":7,""261158324003"":7,""261158314001"":7,""261158317003"":7,""261158324001"":7,""261158314004"":7,""261158315001"":7,""261158322002"":7,""261158305001"":6,""261158310002"":6,""261158336001"":6,""261158323004"":6,""261635920002"":6,""261158323001"":6,""261158313003"":6,""261158305003"":6,""261158337003"":6,""261158302004"":6,""261158328001"":6,""390950056003"":6,""261158316002"":6,""390950059013"":6,""261158301001"":5,""261158321001"":5,""390950056001"":5,""261158312003"":5,""261635905004"":5,""261158302002"":5,""261158314005"":5,""261158332001"":5,""390950098001"":5,""261158312005"":5}","{""261158303003"":8,""261158324001"":6}","{""US"":546}",13888,121.0,"{""<5"":8,""5-20"":45,""21-60"":42,""61-240"":533,"">240"":9}","{""Sunoco"":14,""Taco Bell"":12,""Bath & Body Works"":7,""Walgreens"":6,""Clothes Mentor"":6}","{""Kroger"":50,""McDonald's"":45,""Meijer"":44,""Taco Bell"":29,""Walmart"":29,""Wendy's"":23,""BP"":20,""Dollar General"":19,""Speedway"":18,""Dollar Tree"":18,""Sunoco"":16,""Marathon"":16,""Tim Hortons"":16,""Walgreens"":15,""Arby's"":15,""Applebee's"":14,""Bath & Body Works"":13,""Hallmark Cards"":13,""Buffalo Wild Wings"":13,""Subway"":12}","[38,6,2,1,0,0,0,0,8,17,22,60,74,95,118,116,153,161,150,157,180,203,133,80]","{""Monday"":40,""Tuesday"":34,""Wednesday"":37,""Thursday"":46,""Friday"":106,""Saturday"":210,""Sunday"":164}","{""android"":232,""ios"":315}"
sg:c16aff054a084976a3e906445d6057f2,,Schnitzelstein Baking,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.962959,-85.637514,1305 Fulton St E,Grand Rapids,MI,49503,US,+16169882316,,,,,,,,,,,,,,,,,
sg:d02f345446614747b045e2c4a9b60f41,,La Petite Pastry Shoppe,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.584852,-82.952521,39105 Garfield Rd,Clinton Township,MI,48038,US,+15864161770,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:f05d99cc252e4bb0b80f05042e9be14b,,She Bakes Cupcakes,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.466035,-83.052725,23541 Hill Ave,Warren,MI,48091,US,+15869441237,,1583020800,1585699200,41,20,"[0,2,2,3,0,1,1,1,1,2,1,1,4,0,0,4,3,1,1,0,0,3,3,1,0,1,1,1,1,2,0]",{},{},"{""US"":16}",10220,36.0,"{""<5"":1,""5-20"":16,""21-60"":7,""61-240"":9,"">240"":8}","{""Edible Arrangements"":50,""T.J. Maxx"":50}","{""Meijer"":34,""McDonald's"":23,""JCPenney"":19,""Rite Aid"":19,""Arby's"":18,""Edible Arrangements"":15,""Qdoba Mexican Grill"":15,""7-Eleven"":13,""BP"":12,""Family Dollar Stores"":12,""CVS"":10,""Tim Hortons"":10,""Quality Inn"":10,""Red Robin Gourmet Burgers"":10,""Shell Oil"":9,""Walgreens"":9,""Panera Bread"":9,""T.J. Maxx"":9,""Mobil"":9,""Marathon"":8}","[4,4,4,4,6,7,5,9,6,7,9,8,7,6,7,7,10,16,5,8,3,7,5,5]","{""Monday"":12,""Tuesday"":8,""Wednesday"":5,""Thursday"":3,""Friday"":6,""Saturday"":2,""Sunday"":5}","{""android"":12,""ios"":8}"
